Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
perkMarksmanRemington8RecipeDesc,progression,Perk,New,"Learn how to assemble a remington 8.",,,,,
perkMarksmanRemington8RecipeRank1Desc,progression,Perk,New,"You can assemble a remington 8.",,,,,
perkMarksmanDesertEagleRecipeName,progression,Perk,New,Desert Eagle Schematic,,,,,
perkMarksmanDesertEagleRecipeDesc,progression,Perk,New,"Learn how to assemble a desert eagle.",,,,,
perkMarksmanDesertEagleRecipeRank1Desc,progression,Perk,New,"You can assemble a desert eagle.",,,,,
perkMarksmanFAMASRecipeName,progression,Perk,New,FAMAS Schematic,,,,,
perkMarksmanFAMASRecipeDesc,progression,Perk,New,"Learn how to assemble a FAMAS.",,,,,
perkMarksmanFAMASRecipeRank1Desc,progression,Perk,New,"You can assemble a FAMAS.",,,,,
perkMarksmanBarettaShotgunRecipeName,progression,Perk,New,Baretta Shotgun Schematic,,,,,
perkMarksmanBarettaShotgunRecipeDesc,progression,Perk,New,"Learn how to assemble a baretta shotgun.",,,,,
perkMarksmanBarettaShotgunRecipeRank1Desc,progression,Perk,New,"You can assemble a baretta shotgun.",,,,,
perkMarksmanM25SniperRifleRecipeName,progression,Perk,New,M25 Sniper Rifle,,,,,
perkMarksmanM25SniperRifleRecipeDesc,progression,Perk,New,"Learn how to assemble a M25 sniper rifle.",,,,,
perkMarksmanM25SniperRifleRecipeRank1Desc,progression,Perk,New,"You can assemble a M25 sniper rifle.",,,,,
perkMarksmangunSmithingWorkstationName,progression,Perk,New,Gun Smithing Workstation,,,,,
perkMarksmangunSmithingWorkstationDesc,progression,Perk,New,"Learn how to craft a gun smithing workstation.",,,,,
perkMarksmangunSmithingWorkstationRank1Desc,progression,Perk,New,"You can craft a gun smithing workstation.",,,,,
perkFighterBladeRecipesName,progression,Perk,New,Fighter Blade Weapons Recipes,,,,,
perkFighterBladeRecipesDesc,progression,Perk,New,"Learn how to craft fighter class exclusive recipes for steel machete, tungsten machete and gold tipped machete.",,,,,
perkFighterBladeRecipesRank1Desc,progression,Perk,New,"You can craft a steel machete.",,,,,
perkFighterBladeRecipesRank2Desc,progression,Perk,New,"You can craft a tungsten machete.",,,,,
perkFighterBladeRecipesRank3Desc,progression,Perk,New,"You can craft a gold tipped machete.",,,,,
perkFighterKnifeRecipesName,progression,Perk,New,Fighter Knives Recipes,,,,,
perkFighterKnifeRecipesDesc,progression,Perk,New,"Learn how to fighter class exclusive recipes for kitchen knife, combat knife, gold tipped knife and sword.",,,,,
perkFighterKnifeRecipesRank1Desc,progression,Perk,New,"You can craft a kitchen knife.",,,,,
perkFighterKnifeRecipesRank2Desc,progression,Perk,New,"You can craft a combat knife.",,,,,
perkFighterKnifeRecipesRank3Desc,progression,Perk,New,"You can craft a gold tipped knife and a sword.",,,,,
perkFighterClubTungstenName,progression,Perk,New,Tungsten Club Recipe,,,,,
perkFighterClubTungstenDesc,progression,Perk,New,"Learn how to craft a tungsten club.",,,,,
perkFighterClubTungstenRank1Desc,progression,Perk,New,"You can craft a fighter class exclusive tungsten club.",,,,,
perkTradesmanBarteringName,progression,Perk,New,Tradesman Class Bartering,,,,,
perkTradesmanBarteringDesc,progression,Perk,New,"Learn how to barter better with traders.",,,,,
perkTradesmanBarteringRank1Desc,progression,Perk,New,"You can barter 55% better with traders.",,,,,
perkTradesmanBarteringRank2Desc,progression,Perk,New,"You can barter 60% better with traders.",,,,,
perkTradesmanBarteringRank3Desc,progression,Perk,New,"You can barter 70% better with traders.",,,,,
perkTradesmanTungstenToolsName,progression,Perk,New,Tungsten Tools Recipes,,,,,
perkTradesmanTungstenToolsDesc,progression,Perk,New,"Learn how to craft tradesman exclusive recipes for tungsten tools.",,,,,
perkTradesmanTungstenToolsRank1Desc,progression,Perk,New,"You can craft a tungsten pickaxe, fireaxe and a shovel.",,,,,
perkTradesmanAugersName,progression,Perk,New,Auger Schematics,,,,,
perkTradesmanAugersDesc,progression,Perk,New,"Learn how to craft a steel auger and a tungsten auger.",,,,,
perkTradesmanAugersRank1Desc,progression,Perk,New,"You can craft a steel auger.",,,,,
perkTradesmanAugersRank2Desc,progression,Perk,New,"You can craft a tungsten auger.",,,,,
perkTradesmanChainsawsName,progression,Perk,New,Chainsaw Schematics,,,,,
perkTradesmanChainsawsDesc,progression,Perk,New,"Learn how to craft a steel chainsaw and a tungsten chainsaw.",,,,,
perkTradesmanChainsawsRank1Desc,progression,Perk,New,"You can craft a steel chainsaw.",,,,,
perkTradesmanChainsawsRank2Desc,progression,Perk,New,"You can craft a tungsten chainsaw.",,,,,
perkTradesmanDiamondTippedToolsName,progression,Perk,New,Diamond Tipped Tools Recipes,,,,,
perkTradesmanDiamondTippedToolsDesc,progression,Perk,New,"Learn how to craft diamond tipped pickaxe, fireaxe and a shovel.",,,,,
perkTradesmanDiamondTippedToolsRank1Desc,progression,Perk,New,"You can craft a diamond tipped pickaxe, fireaxe and a shovel.",,,,,
perkTradesmanSteelSmithingName,progression,Perk,New,Trademan Steel Smithing,,,,,
perkTradesmanSteelSmithingDesc,progression,Perk,New,"Learn how to craft forged steel at level 40.",,,,,
perkTradesmanSteelSmithingRank1Desc,progression,Perk,New,"You can craft forged steel.",,,,,
perkTradesmanScrewdriverName,progression,Perk,New,Screwdriver Recipe,,,,,
perkTradesmanScrewdriverDesc,progression,Perk,New,"Learn how to craft a tradesman exclusive recipe for a screwdriver.",,,,,
perkTradesmanScrewdriverRank1Desc,progression,Perk,New,"You can craft a screwdriver.",,,,,
perkProtectionArmorSmithingWorkstationName,progression,Perk,New,Armor Smithing Workstation,,,,,
perkProtectionArmorSmithingWorkstationDesc,progression,Perk,New,"Learn how to craft a protection class exclusive armor smithing workstation.",,,,,
perkProtectionArmorSmithingWorkstationRank1Desc,progression,Perk,New,"You can craft a armor smithing workstation.",,,,,
perkProtectionKevlarName,progression,Perk,New,Kevlar Recipe,,,,,
perkProtectionKevlarDesc,progression,Perk,New,"Learn how to craft kevlar.",,,,,
perkProtectionKevlarRank1Desc,progression,Perk,New,"You can craft kevlar.",,,,,
perkProtectionArmorRecipesName,progression,Perk,New,Armor Recipes,,,,,
perkProtectionArmorRecipesDesc,progression,Perk,New,"Learn how to craft protection exclusive recipes for kevlar armor, iron armor, steel armor, military armor, hazmat armor and tungsten armor.",,,,,
perkProtectionArmorRecipesRank1Desc,progression,Perk,New,"You can craft kevlar armor.",,,,,
perkProtectionArmorRecipesRank2Desc,progression,Perk,New,"You can craft iron armor.",,,,,
perkProtectionArmorRecipesRank3Desc,progression,Perk,New,"You can craft steel armor.",,,,,
perkProtectionArmorRecipesRank4Desc,progression,Perk,New,"You can craft military and hazmat armor.",,,,,
perkProtectionArmorRecipesRank5Desc,progression,Perk,New,"You can craft tungsten armor.",,,,,
perkElectricianLightsRecipeName,progression,Perk,New,Light Recipes,,,,,
perkElectricianLightsRecipeDesc,progression,Perk,New,"Learn how to craft electrician class exclusive light recipes.",,,,,
perkElectricianLightsRecipeRank1Desc,progression,Perk,New,"You can craft brass lights and porch lights.",,,,,
perkElectricianLightsRecipeRank2Desc,progression,Perk,New,"You can craft ceiling lights, open shop sign, pole top and street light.",,,,,
perkElectricianHDMeleeTrapsName,progression,Perk,New,HD Melee Trap,,,,,
perkElectricianHDMeleeTrapsDesc,progression,Perk,New,"Learn how to craft electrician class exclusive hd blade trap.",,,,,
perkElectricianHDMeleeTrapsRank1Desc,progression,Perk,New,"You can craft a hd blade trap.",,,,,
perkElectricianHDRangedTrapsName,progression,Perk,New,HD Ranged Traps,,,,,
perkElectricianHDRangedTrapsDesc,progression,Perk,New,"Learn how to craft electrician class exclusive ranged traps.",,,,,
perkElectricianHDRangedTrapsRank1Desc,progression,Perk,New,"You can craft a hd dart trap and tungsten darts.",,,,,
perkElectricianHDRangedTrapsRank2Desc,progression,Perk,New,"You can craft a baretta shotgun turret.",,,,,
perkElectricianHDRangedTrapsRank3Desc,progression,Perk,New,"You can craft a famas auto turret.",,,,,
perkElectricianGeneratorBanksName,progression,Perk,New,ECO/HD Generator Bank Recipes,,,,,
perkElectricianGeneratorBanksDesc,progression,Perk,New,"Learn how to craft electrician class exclusive recipes for eco and hd generator banks.",,,,,
perkElectricianGeneratorBanksRank1Desc,progression,Perk,New,"You can craft a eco generator bank.",,,,,
perkElectricianGeneratorBanksRank2Desc,progression,Perk,New,"You can craft a hd generator bank.",,,,,
perkElectricianBatteryBanksName,progression,Perk,New,ECO/HD Battery Bank Recipes,,,,,
perkElectricianBatteryBanksDesc,progression,Perk,New,"Learn how to craft electrician class exclusive recipes for eco and hd battery banks.",,,,,
perkElectricianBatteryBanksRank1Desc,progression,Perk,New,"You can craft a eco battery bank.",,,,,
perkElectricianBatteryBanksRank2Desc,progression,Perk,New,"You can craft a hd battery bank.",,,,,
perkCovertSilverArmorName,progression,Perk,New,Silver Armor,,,,,
perkCovertSilverArmorDesc,progression,Perk,New,"Learn how to craft covert class exclusive recipes for covert armor.",,,,,
perkCovertSilverArmorRank1Desc,progression,Perk,New,"You can craft silver boot, leg, chest, head and glove armor.",,,,,
perkCovertTreasureHunterName,progression,Perk,New,Covert Treasure Hunting,,,,,
perkCovertTreasureHunterDesc,progression,Perk,New,"Radius for treasure is reduced.",,,,,
perkCovertTreasureHunterRank1Desc,progression,Perk,New,"Treasure radius reduced by 7.",,,,,
perkCovertTreasureHunterRank2Desc,progression,Perk,New,"Treasure radius reduced by 8.",,,,,
perkCovertNightVisionGogglesName,progression,Perk,New,Night Vision Goggles Schematic,,,,,
perkCovertNightVisionGogglesDesc,progression,Perk,New,"Learn how to craft covert exclusive recipe for night vision goggles.",,,,,
perkCovertNightVisionGogglesRank1Desc,progression,Perk,New,"You can craft night vision goggles.",,,,,
perkCovertSafeLockPickingName,progression,Perk,New,Safe Lock Picking,,,,,
perkCovertSafeLockPickingDesc,progression,Perk,New,"Learn how to craft covert class exclusive recipe for safe lock picks.",,,,,
perkCovertSafeLockPickingRank1Desc,progression,Perk,New,"You can craft safe lock picks.",,,,,
perkCookPiesName,progression,Perk,New,Pie Recipes,,,,,
perkCookPiesDesc,progression,Perk,New,"Learn how to craft cook class exclusive pies.",,,,,
perkCookPiesRank1Desc,progression,Perk,New,"You can craft pumpkin, fruit, strawberry and blackberry pies.",,,,,
perkCookPiesRank2Desc,progression,Perk,New,"You can craft chocolate pumpkin, chocolate, apple and blueberry pie.",,,,,
perkCookBakingName,progression,Perk,New,Baking Recipes,,,,,
perkCookBakingDesc,progression,Perk,New,"Learn how to craft baked pumpkin, cookies and cake.",,,,,
perkCookBakingRank1Desc,progression,Perk,New,"You can craft baked pumpkin and chocolate cookies.",,,,,
perkCookBakingRank2Desc,progression,Perk,New,"You can craft chocolate cake.",,,,,
perkCookDrinksName,progression,Perk,New,Drink Recipes,,,,,
perkCookDrinksDesc,progression,Perk,New,"Learn how to craft iced and hot coffees and teas.",,,,,
perkCookDrinksRank1Desc,progression,Perk,New,"You can craft apple juice.",,,,,
perkCookDrinksRank2Desc,progression,Perk,New,"You can craft iced tea, iced blackberry tea, iced fruit tea, blackberry tea and fruit tea.",,,,,
perkCookDrinksRank3Desc,progression,Perk,New,"You can craft iced coffee, iced mocha coffee, iced pumpkin spice coffee, mocha coffee and pumpkin spice coffee.",,,,,
perkCookSnackingName,progression,Perk,New,Snacking Recipes,,,,,
perkCookSnackingDesc,progression,Perk,New,"Learn how to craft cook class exclusive recipes for jams, sandwiches and chocolate covered fruit.",,,,,
perkCookSnackingRank1Desc,progression,Perk,New,"You can craft blackberry jam, blueberry jam, blackberry jam and blueberry jam sandwich.",,,,,
perkCookSnackingRank2Desc,progression,Perk,New,"You can craft chocolate covered strawberries, blueberries, blackberries and coffee beans.",,,,,
perkCookMealsName,progression,Perk,New,Dinner Meal Recipes,,,,,
perkCookMealsDesc,progression,Perk,New,"Learn how to craft cook class exclusive recipes for meat pies, turkey dinner and roast beef dinner.",,,,,
perkCookMealsRank1Desc,progression,Perk,New,"You can craft small meat pie, red meat pie and white meat pie.",,,,,
perkCookMealsRank2Desc,progression,Perk,New,"You can craft turkey dinner.",,,,,
perkCookMealsRank3Desc,progression,Perk,New,"You can craft roast beef dinner.",,,,,
perkCookSaladsName,progression,Perk,New,Salad Recipes,,,,,
perkCookSaladsDesc,progression,Perk,New,"Learn how to craft cook class exclusive recipes for salads.",,,,,
perkCookSaladsRank1Desc,progression,Perk,New,"You can craft wedge salad, large salad, club salad, cucumber salad, summer salad.",,,,,
perkCookSoupsName,progression,Perk,New,Soup Recipes,,,,,
perkCookSoupsDesc,progression,Perk,New,"Learn how to craft cook class exclusive recipes for soups.",,,,,
perkCookSoupsRank1Desc,progression,Perk,New,"You can craft chicken stock, beef stock, potato soup and leek soup.",,,,,
perkCookSoupsRank2Desc,progression,Perk,New,"You can craft onion soup, chicken soup, bear soup and eggdrop soup.",,,,,
perkCookWorkstationsName,progression,Perk,New,Cooking Workstations,,,,,
perkCookWorkstationsDesc,progression,Perk,New,"Learn how to craft cook class exclusive recipes for food processing table, coffee maker, microwave and player oven.",,,,,
perkCookWorkstationsRank1Desc,progression,Perk,New,"You can craft food processing table.",,,,,
perkCookWorkstationsRank2Desc,progression,Perk,New,"You can craft coffee maker.",,,,,
perkCookWorkstationsRank3Desc,progression,Perk,New,"You can craft microwave.",,,,,
perkCookWorkstationsRank4Desc,progression,Perk,New,"You can craft player oven.",,,,,
perkMechanicWorkstationName,progression,Perk,New,Mechanic Workstation,,,,,
perkMechanicWorkstationDesc,progression,Perk,New,"Learn how to craft mechanical exclusive recipe for mechanic bench.",,,,,
perkMechanicWorkstationRank1Desc,progression,Perk,New,"You can craft a mechanic bench.",,,,,
perkMechanicMinibikesName,progression,Perk,New,Mechanic Minibikes,,,,,
perkMechanicMinibikesDesc,progression,Perk,New,"Learn how to craft mechanic class exclusive recipes for minibikes.",,,,,
perkMechanicMinibikesRank1Desc,progression,Perk,New,"You can craft a eco minibike.",,,,,
perkMechanicMinibikesRank2Desc,progression,Perk,New,"You can craft a hd minibike.",,,,,
perkMechanicMotorcyclesName,progression,Perk,New,Mechanic Motorcycles,,,,,
perkMechanicMotorcyclesDesc,progression,Perk,New,"Learn how to craft mechanic class exclusive recipes for motorcycles.",,,,,
perkMechanicMotorcyclesRank1Desc,progression,Perk,New,"You can craft a eco motorcycle.",,,,,
perkMechanicMotorcyclesRank2Desc,progression,Perk,New,"You can craft a hd motorcycle.",,,,,
perkMechanic4X4TrucksName,progression,Perk,New,Mechanic 4X4 Trucks,,,,,
perkMechanic4X4TrucksDesc,progression,Perk,New,"Learn how to craft mechanic class exclusive recipes for 4X4 trucks.",,,,,
perkMechanic4X4TrucksRank1Desc,progression,Perk,New,"You can craft a eco 4X4 truck.",,,,,
